text,sentiment
Motilal Oswal forecasts achhe din for stock market in 2016,Hold
NCDEX initiative has Gulab Bagh reaping big with maize contracts,Hold
NCDEX ties up with DD Kisan to provide agri-price information,Hold
NCDEX to bring in differential transaction charges from February 19,Hold
Near term outlook remains muted for cement space: Amit Khurana,Hold
Network18 founder Raghav Bahl to continue as non-executive board member,Hold
Next few years need stable FDI flows:  JP Morgan,Hold
NIF may turn co-plaintiff in Modern India suit against NSEL,Sell
NIF may turn co-plaintiff in Modern India suit against NSEL,Sell
"Nifty can hit 12,000 in five years, says Raamdeo Agrawal",Hold
Nifty may be on its way to 6800: Ashwani Gujral,Hold
Nifty might resume upward trend after 2-3 days: Mitesh Thacker,Buy
"Nifty nears 6,300 as Russia pulls out troops from Crimea",Hold
Nifty to get past 8000 at some point: Ashwani Gujral,Hold
"Nifty to trade in a range of 8350-8,550: Ashwani Gujral",Hold
Nifty's consolidated P/E makes Indian markets cheaper than its peers,Hold
Nishi Vasudeva takes over as Hindustan Petroleum Corp Ltd chief,Hold
"Nitin Fire Protection Industries expects Rs 1,000-crore turnover this fiscal",Hold
NSE extends deadline for trading members to provide client details,Hold
"NSE moves court, seeks more time to reply to CCI",Hold
NSE to auction government bonds worth Rs 617 crore tomorrow,Hold
NYSE to take back policing duties from Wall Street watchdog,Hold
Oberoi Realty: Look at it only from a long-term perspective,Hold
Oil Minister Dharmendra Pradhan approves appointment of new IOC Chairman,Hold
"Open offers worth Rs 1,007 crore made in Apr-Aug: Sebi",Hold
Options signal limited upside for Nifty at around 7500 levels,Hold
Otis Elevator appoints Sebi Joseph as MD of India biz,Hold
Parsvnath plans to raise up to $67 mn through QIP,Hold
Pawan Hans Helicopters offers equity stake against Rs 131-crore loan,Hold
Pawan Munjal elevated as new Vice Chairman in Hero Motocorp,Hold
"PFC to raise Rs 5,300 cr via infrastructure bond issue",Hold
"PFC to start selling Rs 1,000 cr tax-free bonds tomorrow",Hold
"Piramal Healthcare is in a range: Kunal Saraogi, Technical Analyst",Hold
Praj Industries announces to buyback shares of Rs 62.07 lakh,Buy
"Pre-market: Nifty likely to open flat; may retest 6,500 levels",Hold
Pre-market: Nifty seen opening flat; may trade around 8050 levels,Hold
"Prestige Estates Rs 1,200cr IPO subscribed 1.75 times till 2pm",Hold
Public offer discounts should be given at bidding time: SEBI,Hold
"Public sector banks' future not gloomy: Tushar Pradhan, HSBC AMC",Hold
"Q1 earnings: Lanco Infratech PAT seen at Rs 3,480 crore",Hold
Q4 numbers by PSU banks a mixed bag: Hemindra Hazari,Hold
Raghuram Rajan wins in Sydney but Indian markets don't care,Hold
RBI governor may shift focus to government bonds from rupee,Hold
RBL Bank plans to launch IPO in next three quarters,Hold
"Reliance Communications to raise Rs 4,300 crore from investors, promoters",Hold
"Reliance Industries to stay in 800-950 range, says Jagdish Malkani",Hold
Report OTC trades in corporate bonds within 15 minutes: Sebi,Hold
S K Sharma takes charge as Bharat Electronics Limited CMD,Hold
"SAIL decides to retain merchant bankers for Rs 8,000cr FPO",Hold
Sandeep Batra may go back to ICICI Prudential Life Insurance,Hold
Sanjiv Misra joins the Board of Directors of Edelweiss Capital,Hold
SAT asks Alchemist to submit investors' details within 2 weeks,Hold
"SAT clubs KP Singh, other petitions with main DLF case",Hold
Sateesh Andra takes over as Ventureast Tenet Funds Managing Partner,Hold
SBI to submit revised proposal on rights issue in June,Hold
Sebi ask cos to follow std format for auditor certificates,Hold
Sebi asks listed firms to appoint women directors by month-end,Hold
Sebi Chairman UK Sinha expects healthy IPO market in 2016,Hold
Sebi chief UK Sinha to get two-year extension; notification soon,Hold
Sebi extends timeline to implement FPI regulations to June 30,Hold
Sebi invites bids from BPOs for empanelment of helpline agency,Hold
Sebi may soon make BRs mandatory for top 500 companies,Hold
Sebi notifies rules on launch of new mutual fund schemes,Hold
Sebi probe: Maharishi Vedic firm says not into public deposits,Hold
Sebi provides clarity to ICICI Prudential on associate director status,Hold
Sebi ropes in Narayana Murthy to head panel on start-ups,Hold
Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,Hold
Sebi to soon issue final norms for listing of startups,Hold
Securities Appellate Tribunal's Dalmia ruling may trigger more buyback offers,Hold
Securitised debt trades to be reported within 15 minutes: Sebi,Hold
"Seeing sector rotation, investors realigning portfolios: Sanjay Dutt, Quantum Securities",Hold
"Sensex likely to hit 31,000 by December 2015, says Citigroup",Hold
Sensex trading in a range; top 20 intraday trading ideas,Hold
"Sesa Goa: Iron ore policy, demand from China hold key",Hold
Shanghai Gold Exchange to launch international board on September 29,Hold
Shoe maker Jimmy Choo to step out on London market,Hold
Shriram City to launch Rs 200-crore NCD on April 16,Hold
Sri Lankan rupee forwards steady as central bank prevents fall,Hold
StanChart elevates Sanjeeb Chaudhuri as global brand head & CMO,Hold
Stock Buzz: Sun Pharma may face resistance at current levels,Sell
"Street Ahead: Markets edgy over current affairs, may stay range-bound",Hold
Sugar companies & investors get the sweet smell of revival,Buy
Suggest to wait till Nifty hits 8330 mark: Mitesh Thacker,Hold
Target of Rs 268 for LIC Housing Finance: Rajat Bose,Hold
Taro contributed one third of Sun Pharma's consolidated net sales,Hold
Technofab Engg files red herring prospectus with RoC for IPO,Hold
The empire strikes back: Why gold will matter in 2014,Hold
Thyrocare Technologies plans IPO worth up to $100 mn: Sources,Hold
"To help sugar sector, talk of mixing ethanol with petrol",Hold
Top brokers recommend 'subscribe' to Syngene International IPO; here why,Hold
Traders may get cash-settled gold and silver futures on MCX,Hold
"Ujjivan Financial Rs 1,500 crore IPO to hit D-Street soon",Hold
UTI AMC shortlists 3 names for Chairman and MD position,Hold
"UTI MF appoints Kaeley as group president, sales & marketing",Hold
UTV posts FY'11 consolidated net profit at Rs 135.47 cr,Hold
Valuations of Mangalam cement look cheaper compared to its peers,Hold
Wall St Week Ahead: Jobs report may test market complacency,Hold
Wall Street ends flat in quiet end to dramatic week,Hold
Wall Street Week Ahead: Don't leave small-cap stocks for dead,Hold
Wall Street Week Ahead: S&P 500 nearing the 2K summit,Buy
"War clouds over Crimea: Sensex ends below 21K, gold glitters",Buy
"Watch out for 720-725 band in Reliance: Vijay Bhambwani, BSPLindia.com",Hold
What should investors do with RIL ahead of Q2 results?,Hold
What's happening in the oil market right now is 'unprecedented',Hold
Who is buying defunct Kingfisher Airlines' shares on the bourses?,Hold
"Why 9,000 on Nifty matters: Putting bull market in perspective",Hold
Wipro likely to sell water business; Focus more on core,Hold
Worldpay Group Ltd valued at $7.4 billion in London listing,Hold
5400-5470 is the Nifty range for next few days: Ashwani Gujral,Hold
Adani Ports & SEZ Q4 net profit at Rs 530 crore,Hold
"Airtel hits global bond market, raises $1 billion to fund capex",Hold
Alkem Labs May Inspire Other Pharma Cos to Take IPO Path,Hold
All is not lost for investors; IT is analysts' best bet,Buy
Alok Sinha takes over as new Airports Authority of India chief,Hold
Amar Ujala plans another IPO to raise about Rs 450 crore,Hold
"Anil Ambani-led Reliance Infrastructure appoints ex-Vedanta chief, MS Mehta, as CEO",Hold
APL Apollo Tubes allots 10 lakh equity shares to promoter entity,Hold
"Asia shares steady, investors look to next phase of Greek deal",Hold
Birla Sun Life appoints group co head Jayant Dua as CEO,Hold
Birla Wellness Group appoints N Venkat as new MD and CEO,Hold
"BSE StAR MF processes over 50,000 orders on a single day",Hold
"BSE to auction government bonds worth Rs 3,208 crore on Thursday",Hold
"BSE to auction investment limits for Rs 5,500 crore government bonds",Hold
BSE to auction investment limits for Rs 561- crore government bonds,Hold
BSE to take 'appropriate action' on Sebi order in NMDC case,Hold
"By 2030, Nifty will hit 1,25,000, says ace investor Rakesh Jhunjhunwala",Hold
Can Nifty hold 6200 levels next week? Top five trading bets,Hold
Canara Bank issues 4 crore shares to LIC on preferential basis,Hold
Chennai Petroleum Corporation Ltd reports Rs 510.11 crore Q1 net profit,Hold
China appoints Bank of China as yuan clearing bank in Paris,Hold
China to let banks with offshore yuan business do domestic repos,Hold
China yuan seen to play a bigger role as funding currency,Hold
"China yuan steady on flat midpoint fix, comments by forex regulator",Hold
China's CICC investment bank set to open up in HK debut,Hold
Citigroup joins foreign brokerages in cutting year-end target for Indian stocks,Hold
Corporate affairs ministry finalises share swap ratio for proposed NSEL-FTIL merger,Hold
Corporation Bank to raise Rs 500 crore from Tier I bonds,Hold
Cos to host 'material' details on websites for 5 yrs: Sebi,Hold
Currency Corner: Rupee snaps 3-day gain as funds reduce equity exposure,Hold
Currency futures volumes key to RBI plan on FIIs forex hedging,Hold
Delhi International Airport keen on bond issue to repay bank loans,Hold
Did D-Street had an inkling of Ranbaxy deal with Sun Pharma?,Hold
"Dilip Shanghvi, Sun Pharma promoter, a pharma maven with midas touch",Hold
Director (Finance) of MRPL Vishnu Agrawal gets additional charge of MD,Hold
Dish TV makes first profit at Rs 35 crore in Q4,Hold
"Dollar flat in Asia ahead of key data, Federal Policy meeting",Hold
"D-St upset with AAP populist measures, sees no threat to BJP",Hold
Dubai commodity exchange in talks with producers to launch tea futures,Hold
"Early elections could provide needed impetus to markets: Pankaj Pandey, ICICIdirect.com",Hold
EID Parry December quarter consolidated net profit at Rs 15.15 crore,Hold
EIL trading close to its support of Rs 310: Vinith Jain,Hold
Eros International appoints Ricky Ghai as the CEO of Eros Digital,Hold
"Eros International holds high potential, but need some clarity: Deven Choksey",Hold
Essar Steel Algoma posts $21 million net income in October-December quarter,Hold
ETFs based on MSCI Index set to hit the market soon,Hold
European Central Bank could fix euro zone flaw with risk-free bond,Hold
European stocks get second half of 2014 off to steady start,Hold
"Ex - chief, M Damodaran contends Sebi on FTIL stake acquisition",Hold
"Exercise caution, go light ahead of RBI policy review: Sandeep Wagle",Hold
"Expect Nifty to remain in 8,450-8,560 range; stay stock-specific: Mitesh Thacker",Hold
Ex-staff can't sell ESOP shares for one year post IPO: SEBI,Hold
F&O tracker: India VIX seen in 16-22 range for Nov expiry,Hold
"Feeling ignored, Federal Reserve jolts markets to prime them for lift-off",Hold
Finance Ministry to give in-principle approval for UTI MF IPO soon,Hold
Five factors that could decide what way the Sensex moves next,Hold
"FMC turns the heat on UCX, orders a forensic audit now",Hold
Former FMC executive director PK Singhal to lead MCX management team,Hold
"Franklin Templeton buys record Rs 16,000-crore government securities in a day",Hold
FTIL board meeting on Nov 29; to consider revised audit report,Hold
FTIL moves SAT against Sebi order on 'fit and proper' status,Hold
FTIL moves SAT against Sebi order on 'fit and proper' status,Hold
Fund houses may ask Sebi to protect interest of Maruti investors,Hold
Fund managers look to make room for Alibaba Group Holding Inc,Hold
Godrej Industries gets NSE nod to merge Wadala Commodities with itself,Hold
"Gold rules firm for ninth day on global cues, seasonal demand",Hold
Hatson Agro registers net profit of Rs 13.89 crore in Q1,Hold
"Have a target of 1200-1210 on Hindustan Zinc: Sandeep Wagle, APTART",Hold
Higher holding in promoter firm will not trigger open offer: Sebi,Hold
Hindustan Construction Company QIP and Lavasa Corporation IPO likely in FY16,Hold
Hindustan Unilever elevates CFO Sridhar Ramamurthy to Senior Vice President Finance,Hold
House Committee may meet before submitting final report on FCRA Bill,Hold
How Sensex moved in the last five RBI policy review meetings,Hold
How to play Nifty options ahead of Bihar elections and win,Hold
HUDCO plans to raise Rs 286 cr via tax free bonds,Hold
ICICI Banks K Ramkumar moves from HR to head CSR division,Hold
IFC launches $2.5 billion 'rupee-denominated' bonds for infrastructure projects in India,Hold
"Immediate target is around 3400 in SBI: Prasad Kushe, Technical Analyst",Hold
India Alkem Labs to launch $210 million IPO in December: Sources,Hold
Indian Clearing Corp goes in for Rs 340 crore insurance Cover,Hold
Indian Register of Shipping appoints new executives in Singapore and London,Hold
Infinite Computer IPO opens on Jan 11; price band Rs 155-165/share,Hold
"Info Edge promoter Sanjeev Bikhchandani transfers 13,000 personal shares to employees",Hold
Interest in FMCG limited; bias towards high beta stocks: Gautam Trivedi,Hold
Invest in stocks of companies with high pricing power: Matthews Asia,Hold
"Investors pick stocks of auto companies focused on India, skip exporters",Hold
Investors should be wary of cyclicals even if Narendra Modi wins,Sell
IPFs of commodity bourses not to have FMC official as trustee,Hold
IT stocks likely to hold Nifty at 7900-8000 levels: Ashwani Gujral,Hold
Jagadish Bhat takes over as head of management at MAN Trucks,Hold
Jet Airways posts net profit of Rs 118.23 crore in Q3,Hold
Jignesh Shah's arrest: NSEL Investors Forum hopes to get back money,Hold
Jimmy Choo IPO pricing values firm at up to $1.1 billion,Hold
Jindal SAW appoints Neeraj Kumar as Group CEO & Whole-Time Director,Hold
JustDial levels of Rs 1000 look rich to me: Sudip Bandyopadhyay,Hold
Larsen and Toubro to monetise some Infrastructure Development Projects Ltd assets,Hold
Launch of 4G services key to Reliance Industries stock: Parag Thakkar,Hold
Leo Puri likely to become CMD of UTI Asset Management Company,Hold
Maintaining a neutral stance on the entire aviation space: Mayuresh Joshi,Hold
Market is contracting; preparing itself for a big move: Ashwani Gujral,Hold
Market levels beyond 7250 possible in next few days: Mitesh Thacker,Hold
Market may retest 5600 level in next few weeks: Ashwani Gujral,Hold
Market taking cues from global factors and quarterly results: Sudip Bandyopadhyay,Hold
Markets ahead: Is it lull before the storm on Dalal Street?,Hold
Markets will move sideways before next upside starts:  Ashwani Gujral,Sell
"Markets will remain range-bound in August: Rajat Rajgarhia, Motilal Oswal Securities",Hold
Marks and Spencer Reliance India appoints Venu Nair as managing director,Hold
MCX signs MoU with Gift City for international asset class exchange,Hold
MCX-SX new CEO Saurabh Sarkar to review business links with FTIL,Hold
Medium term target of Rs 450 for Century Textiles: Ashwani Gujral,Hold
Micromax names Bharti Airtel ex-CEO Sanjay Kapoor as chairman of board,Hold
Micromax names Bharti Airtel's ex-CEO Sanjay Kapoor as chairman of board,Hold
"Midcap mantra: Gujarat Flourochemicals on a roll, to post solid earnings",Hold
Mumbai HC to hear govt's case against FTIL board on Wednesday,Hold
Nasdaq Co-President Adena Friedman to be named chief operating officer -source,Hold
National Stock Exchange issues new guidelines for furures and options segment,Hold
"NBFCs look good from macro perspective, but stay selective: Amit Khurana",Hold
NCC Rs 600 cr rights issue to open on September 29,Hold
NCC's Rs 600 cr rights issue to open on September 29,Hold
"NDA may get 230-240 Lok Sabha seats, don't underestimate AAP: Nomura",Hold
Need to be careful about selection of pharma stocks: Dipan Mehta,Hold
Need to be patient while investing in PSU banks: Mayuresh Joshi,Hold
"Nifty likely to test 7,630 in next few days: Mitesh Thacker",Hold
Nifty50 in a no-trade zone due to holiday-truncated week: Sandeep Wagle,Hold
Noel Tata takes over as Chairman of Tata Group's logistic arm,Hold
Nokia India appoints V Sembian as new head of Chennai factory,Hold
NSE CNX IT index to have 10 stocks from May 29,Hold
NSEL Director Jignesh Shah quizzed again; focus now on broking firms,Hold
OIL director B N Talukdar made new directorate general of hydrocarbons,Hold
"Orbit Corporation could retest levels of 46: Ashwani Gujral, Market Strategist",Hold
"Post RBI policy: Bonds draw comfort from future guidance, rupee steady",Hold
"Post RBI surprise, LKP Securities seven big ideas for next quarter",Hold
Power Exchange India gets time to comply with net worth norms,Hold
Pre-market: Nifty seen opening flat on first trading day of 2014,Hold
Profit-making PSUs may be asked to submit IPO plans to Centre,Hold
"Pullback rally over? Now, Nifty likely to take support at 8,000",Hold
"Railways trying to match airlines; to offer personalised alerts, wake-up calls",Hold
Ranbaxy's long positions should wait for some good news: Ashwani Gujral,Hold
"RBI measures, BJP government policies shield Indian markets from global factors",Hold
"RBI sells govt bonds worth Rs 20,000 crore in largest auction",Hold
RBI to conduct 14-day term repo auction for 610 billion rupees,Hold
RBI's rate cut: More money may chase fixed income products now,Hold
"REC posts Rs 1,228 crore profit in Q3, announces interim dividend",Hold
Reliance Communications closes share issue; promoters subscribe at Rs 150 apiece,Hold
"Relief temporary for DLF, analysts advise investors to avoid long bets",Hold
RS Butola is the new chairman of Petroleum Federation of India,Hold
Rupee to stay in 60-62/$ band till election results are out,Hold
"SBI hits global debt markets, to raise up to $1 bn",Hold
SC dismisses Sebi's plea for insider trading charges against Samir Arora,Hold
Search panel recommends S S Mundra for RBI Deputy Governor role,Hold
Sebi asks bourses to move 36 companies to normal trading category,Hold
Sebi eases rules for market making in illiquid equity cash segment,Hold
Sebi meet from January 27 to discuss risks of algorithmic trading,Hold
SEBI planning to provide fresh avenues for startups through crowd-funding norms,Hold
"Sebi to carry investor campaigns via mobile, Internet in FY 15",Hold
Sebi working on guidelines to check wilful defaulters: U K Sinha,Hold
"Seeing broader participation in market; Nifty may revisit 8,050: Ashwani Gujral",Hold
Sensex trading in a narrow range; top thirteen stocks in focus,Hold
Shriram City Union to raise Rs 500 crore via secured NCDs,Hold
"SME bourses: No number games this time, focus on quality issuance",Hold
"Spice Mobility to raise Rs 300 cr, merge two group firms",Hold
Standard Chartered appoints former SBI chief OP Bhatt as board member,Hold
State-owned banks may have to shell out more on perpetual bonds,Hold
State-owned banks start a bond fire with a flurry of issues,Hold
"Stock markets to see cautious trading amid elections, IIP data: Report",Sell
Subhash Projects to raise Rs 300 cr via SPV stake sale,Hold
Sun-Ranbaxy deal is the best thing to happen to their investors,Hold
Three reasons why India Incs credit scores are on the mend,Hold
"To keep growing in 2010, stock markets want costs under check",Hold
Top BSE stakeholder urges FM Arun Jaitley to review exchange norms,Hold
Vedanta group: Anil Agarwal to be Chairman Emeritus of Sesa Sterlite,Hold
Vedanta Resources says ex-Rio Tinto boss Tom Albanese to be CEO,Hold
Videocon d2h to file fresh draft prospectus for Initial public offering,Hold
Vikram Akula plans a second innings in microfinance with Vaya Finserv,Hold
Wait and watch' for NBFC stocks in present situation: IIFL Wealth,Hold
Wall Street struggles to comply with new US sanctions on Russia,Hold
What investors should expect from State Bank of India Q1 results?,Hold
What to watch out for post the US Federal Reserve meeting?,Hold
Why Sebi should not treat PE investors as a privileged lot,Hold
Why US dollar has re-emerged as preferred currency for global investors,Hold
Wipro shuffles top deck; Saurabh Govil made in-charge of human resources,Hold
WL Ross asks OCM to wipe out losses by March 2013,Hold
Wonderla Holidays files Draft Red Herring Prospectus with SEBI for IPO,Hold
Wonderla Holidays to raise up to Rs 190 crore via IPO,Hold
ZEE Entertainment Q2 PAT at Rs 243 crore; in-line with estimates,Hold
Zee Learn Ltd appoints Navneet Anhal as new Chief Operating Officer,Hold
8000 on the Nifty is coming and coming pretty fast: Manish Sonthalia,Hold
Akzo Nobel India reported Rs 60.89 crore PAT in Q1 of FY13,Hold
Alstom T&D India to raise up to Rs 294 crore through IPP,Hold
Analysts' views on how to trade Reliance Industries ahead of its results,Hold
Be cautious on amount of stock you buy into BEML: Devang Visaria,Sell
Beaten down counters aid Sensex; Top ten stocks to watch this week,Hold
Bill Gross' love for Mexico stays unchanged despite his exit from Pimco,Hold
BSE plans foray into commodity trading; board gives nod for new platform,Hold
BSE to shift 21 cos to restricted trade segment from February 23,Hold
Can't take more than 200 points view on the Nifty: Ashwani Gujral,Hold
Centre asks rubber industry to work out details of national rubber policy,Hold
"Coffee Day Resorts to raise up to Rs 1,500 crore via IPO",Hold
Company Law Board accepts private equity investors' plea on Fourcee forensic audit,Hold
"Complainant KK Sinha can be party to Sebi-DLF Case, rules Supreme Court",Hold
Cool-off period likely to continue for Sensex; top 4 events to watch,Hold
CSE to seek more time to meet SEBI norms for trading platform,Hold
Currency trading is next big thing in India: Veracity Financial Service Ltd,Hold
Current market situations point to a mixed bag in IT: Deepak Mohoni,Hold
CVCI ropes in Citigroup to find buyers for stake in Sharekhan: Sources,Hold
Dabhol deal brought glory to both Sanjay Bhandarkar and his firm Rothschild,Hold
DCM Shriram Inds posts Rs 6.8 cr net profit for March quarter,Hold
Dinesh K Sarraf takes charge as chairman and managing director of ONGC,Hold
"DLF seeks shareholders nod to raise Rs 5,000 crore via non-convertible debentures",Hold
Do not see more consolidation in large cap pharma stocks: Vijai Mantri,Hold
"Dollar hits 6-year high vs yen on Fed study, sterling woes continue",Buy
"Emcure Pharmaceuticals files for 600 crore IPO, Blackstone to sell part stake",Hold
Expect Nifty to be in 7350-7500 band on the upside: Mitesh Thacker,Hold
Finance Minister Arun Jaitley reviews state of capital markets with Sebi board,Hold
"Financial Technologies India Ltd pacts with Jhunjhunwala, others to exit MCX-SX bourse",Hold
FinMin has not sought halt in trading in NTPC on Feb 3-5',Hold
"Flash Boys, book on high-frequency trading, becomes the talk of Wall Street",Hold
Forward Markets Commission asks bourses not to charge audit fee from members,Hold
Forward Markets Commission to soon take a call on NSEL e-series payments,Hold
"Going ahead, Nifty likely to trade flat: Sandeep Wagle, Power My Wealth",Hold
Here are top five stock ideas by Kunj Bansal Centrum Wealth Management,Hold
"Hold Aditya Birla Nuvo with a stoploss at Rs 1,700: Vijay Bhambwani",Hold
HSBC 'neutral' on India markets; says time not right to go overweight,Hold
IFC in talks with regulators for additional $2 bn offshore rupee bonds,Hold
"IIFCL to raise up to Rs 1,200 cr from infra bond issue",Hold
Indian Energy Exchange in talks with FTIL for buying out technology solutions,Hold
IndiGo plans to raise $400 million by selling 10% stake via IPO,Hold
"Industry today needs simple de-jargonized products: Tapan Singhel, Bajaj Allianz General Insurance",Hold
"Inox Wind debuts at Rs 400, a premium of 23% on NSE",Hold
IOT Infrastructure & Energy Services raises Rs 3000 crore from domestic investors,Hold
IOT Infrastructure & Energy Services raises Rs 3000 crore from domestic investors,Hold
"Jeffrey Currie, Goldman Sachs global commodities research head, called gold crash right",Hold
"Jet Airways back in black, posts Q1 net at Rs 226 crore",Hold
"Keshub Mahindra retires as Mahindra & Mahindra Chairman, Anand Mahindra takes over",Hold
Less than 50% chance of oil falling below $20 a barrel: Goldman,Hold
Liquidity not a big concern for largecap stocks so far: Kunj Bansal,Hold
"Market might see breakout if Bank Nifty gets past 15,550: Mitesh Thacker",Hold
MCX can launch fresh contracts post FTIL agreement with Kotak Mahindra Bank,Hold
Multi Commodity Exchange signs new technology contract with Financial Technologies India Ltd,Hold
New govt should implement policies to revive the banking sector: Amit Shah,Hold
Nifty likely to start flat on 'Muhurat Trading' day; may reclaim 8k,Hold
NK Proteins diverted Rs 969 crore to entity related to Sebi probe,Hold
"Not just MNCs, local cash-rich pharma companies also take to deal street",Hold
"November F&O expiry seen between 6050 and 6100: Vishal Kshatriya, Edelweiss Financial",Hold
NSEL-FTIL merger issue: Govt to seek more time from Bombay High Court,Hold
Open to change norms on exchange-traded funds: Sebi chief U K Sinha,Hold
"Polls could be a big swing factor for Indian market, says HSBC",Hold
Pre-market: Nifty likely to open on a flat note; winter session eyed,Hold
Preview: Top five things to watch out for in Biocons Q4 results,Hold
Private placement to 30 million investors? wonders Sebi's chief U K Sinha,Hold
"Rajesh Exports to raise Rs 6,500 cr to expand retail jewellery business",Hold
Rallis is another one which has started to move today: Jagdish Malkani,Hold
Ravi Ruia steps down as Chairman of Essar Energy amid CBI charges,Hold
Refinery stocks go up during downtrends & fall during uptrends: Deepak Mohoni,Hold
"Reliance Communications closes share sale, to raise a total Rs 6,100 crore",Hold
Reply to SEBI's latest query on open offer this week: Sesa Goa,Hold
Rural Electrification Corp to raise Rs 700 crore via tax free bonds,Hold
S H Kelkar to launch Rs 500 crore IPO on October 28,Hold
"Sachin Tendulkar, Shane Warne to ring opening bell at NY Stock Exchange",Hold
"Samsung SDS may list shares at around 200,000 won a share: Source",Hold
SAT asks Financial Technologies  to approach Sebi to seek more time,Hold
Sebi asks for fresh clarification on Inox Wind Rs 700 crore IPO,Hold
Sebi wants bourses to provide a level playing field for HFT traders,Hold
Securities Appellate Tribunal asks Sebi to select SRO afresh for MF distributors,Hold
"See great valuations in Indian markets currently: Arindam Ghosh, BlackRidge Capital Advisors",Hold
See positivity around PSU stocks at this point of time: Nandkumar Surti,Hold
SH Kelkar hires 4 banks for up to $125 million IPO: Sources,Hold
"Simplex Infrastructure: Healthy order book, smart execution to help beat slump blues",Hold
Symantec appoints Adrian Jones as Asia Pacific and Japan senior vice president,Hold
"Syndicate Bank can be bought at around 137: Prasad Kushe, Technical Analyst",Hold
T Nanda Kumar to take over as NDDB chief from February 27,Hold
TA Associates eyes Motilal Oswal's 12 per cent stake in AU Financiers,Hold
"This is an inflection point for IT industry: Deepak Shenoy, Capital Mind",Hold
Today's bet for F&O: Strong support seen at 5180 level for Nifty,Hold
Top five things to watch out for in Reliance Industrie 40th AGM,Hold
"UAE Exchange appoints B R Shetty as Chairman, Promoth Manghat as CEO",Hold
"UTI Mutual Fund appoints Suraj Kaeley as group president, sales & marketing",Hold
"Vodafone starts preparatory work for IPO in India, expresses optimism about government",Hold
Waiting to see initiatives from the government for PSU banks: Pramod Gubbi,Hold
50-day moving average of 7820-7850 on Nifty not out of question: Ashwani Gujral,Hold
"5450-5500 is the next level for Nifty: Sandeep Wagle, APTART Technical Advisory Services",Hold
A look at how Federal Reserve decision is going to affect Dalal Street,Hold
"After US Fed status quo, will Raghuram Rajan surprise D-Street with rate cut?",Hold
AIA share sale set to be World's second largest IPO of the year,Hold
"Auto component pocket looks interesting, but stay selective in stock picking: Sudip Bandopadhyay",Hold
Bank stocks have to participate in rally to take market higher: Ashwani Gujral,Hold
Big uptrends in IT stocks is over for the near term: Neeraj Deewan,Hold
"Bring it on Yellen! Fed won't impact Indian bourses that much, say experts",Hold
Canada-based Aditya Birla Minacs Worldwide sold to a group of strategic financial investors,Hold
CIL workers that struck out on IPO may get chance to buy stake,Hold
Cipla promoters YK Hamied and MK Hamied seek Sebi guidance on voting arrangement,Hold
Correction on the cards; can build long positions on IT counters: Mitesh Thacker,Hold
"Dalmia Bharat Group appoints Ajit Menon as executive director, Group Head of HR",Hold
"Delhi High Court asks Centre, SEBI to reply to plea on automated trading",Hold
"Delivery-based transactions key to curbing price manipulation in commexes: Samir Shah, MD, NCDEX",Hold
"Dena Bank to raise Rs 2500 crore via bonds, bring down govt shareholding",Hold
D-Street week ahead: FIIs in wait & watch mode ahead of Bihar outcome,Hold
Energy Development Company seeks shareholders' nod to issue shares worth Rs 44 crore,Hold
"F&O Tracker: No major downtick seen in near term, says IIFL Hemant Nahata",Hold
Fortis Healthcare to buyback 3.1% stake in SRL Ltd for Rs 105 crore,Buy
Forward Markets Commision allows  national commodity bourses to impose different deal charges,Hold
Forward Markets Commission steps up vigil to curb volatility on NCDEX and MCX,Hold
French President Francois Hollande says euro is now at right level vs dollar,Buy
"Gas pricing decision will determine next move on Reliance: Ambareesh Baliga, Market Expert",Hold
Goldman Sachs steps up India focus; ropes in Morgan Stanleys ex-ED PV Krishna,Hold
Government to review 'Call & Put Option' rules that hit DoCoMo exit plan,Hold
H Kumar takes over as Managing Director of Mangalore Refinery and Petrochemicals Ltd,Hold
Havells is a 'BT/ST' call with a target of Rs 300: Mitesh Thacker,Buy
Helion co-founder Kanwaljit Singh moving out as VC firm names two new partners,Hold
Here why Devi Shetty of Narayana Health is looking to hit Dalal Street,Hold
Hindustan Unilever Q3 PAT seen up 8% at Rs 871 crore; stock down,Hold
"HUL needs to up the game to sustain growth, emerge favourite among investors",Hold
IFFCO acquires 1.12 per cent stake in NCDEX for about Rs 10 crore,Hold
"IMAX China files IPO in Honkg Kong, looks to capitalise on entertainment demand",Hold
"Immediate resistance for Reliance is around 1018, 1048 levels: Mileen Vasudeo, Angel Broking",Sell
Infosys  president BG Srinivas to join Hong Kong-based PCCW as managing director,Hold
"IRFC likely to launch tax-free bonds worth Rs 4,532 crore on December 8",Hold
"It is vital for the rupee to stabilise: Prateek Agarwal, ASK Investment Manager",Hold
"Jet-Etihad deal: Taking 'control' in listed firms would need open offer, says Sebi",Hold
"Just Dial has been a proxy to e-commerce play: Deepak Shenoy, Capital Mind",Hold
Kesoram Industries to mop up upto Rs 500 crore through a rights issue,Hold
Manoj Vaish new CEO of MCX; bourse to trim stake by January 18,Hold
Max Life posts PAT at Rs 326 cr for Apr-Dec period in FY14,Hold
"Metal stocks shine after price hike, but experts are giving a dull outlook",Hold
